연도,일시,측정소,PM2.5
4,02-09 00:00,공주,0.1844101
4,02-09 01:00,공주,0.1836851
4,02-09 02:00,공주,0.18202816
4,02-09 03:00,공주,0.18545179
4,02-09 04:00,공주,0.19363526
4,02-09 05:00,공주,0.19158798
4,02-09 06:00,공주,0.19752723
4,02-09 07:00,공주,0.19739985
4,02-09 08:00,공주,0.19173253
4,02-09 09:00,공주,0.18552867
4,02-09 10:00,공주,0.1729736
4,02-09 11:00,공주,0.16967553
4,02-09 12:00,공주,0.15810347
4,02-09 13:00,공주,0.1442632
4,02-09 14:00,공주,0.13988861
4,02-09 15:00,공주,0.13484463
4,02-09 16:00,공주,0.13674146
4,02-09 17:00,공주,0.14646506
4,02-09 18:00,공주,0.15347342
4,02-09 19:00,공주,0.16078702
4,02-09 20:00,공주,0.17142645
4,02-09 21:00,공주,0.16986358
4,02-09 22:00,공주,0.17712684
4,02-09 23:00,공주,0.17436834
4,02-12 00:00,공주,0.10552667
4,02-12 01:00,공주,0.10890498
4,02-12 02:00,공주,0.11551691
4,02-12 03:00,공주,0.12276772
4,02-12 04:00,공주,0.13039884
4,02-12 05:00,공주,0.13377926
4,02-12 06:00,공주,0.13514301
4,02-12 07:00,공주,0.13511455
4,02-12 08:00,공주,0.13382155
4,02-12 09:00,공주,0.13052234
4,02-12 10:00,공주,0.12546985
4,02-12 11:00,공주,0.11997454
4,02-12 12:00,공주,0.122116014
4,02-12 13:00,공주,0.12327562
4,02-12 14:00,공주,0.12988497
4,02-12 15:00,공주,0.13496423
4,02-12 16:00,공주,0.14576484
4,02-12 17:00,공주,0.15252538
4,02-12 18:00,공주,0.15821986
4,02-12 19:00,공주,0.15915126
4,02-12 20:00,공주,0.15862764
4,02-12 21:00,공주,0.1544847
4,02-12 22:00,공주,0.15235178
4,02-12 23:00,공주,0.14425644
4,02-13 00:00,공주,0.14328483
4,02-13 01:00,공주,0.14572787
4,02-13 02:00,공주,0.15194449
4,02-13 03:00,공주,0.15151498
4,02-13 04:00,공주,0.15045753
4,02-13 05:00,공주,0.15239407
4,02-13 06:00,공주,0.15184173
4,02-13 07:00,공주,0.147277
4,02-13 08:00,공주,0.14467013
4,02-13 09:00,공주,0.14595945
4,02-13 10:00,공주,0.14132118
4,02-13 11:00,공주,0.13934122
4,02-13 12:00,공주,0.1409267
4,02-13 13:00,공주,0.14412391
4,02-13 14:00,공주,0.15014422
4,02-13 15:00,공주,0.15599853
4,02-13 16:00,공주,0.16140226
4,02-13 17:00,공주,0.16780433
4,02-13 18:00,공주,0.16719235
4,02-13 19:00,공주,0.16636431
4,02-13 20:00,공주,0.16711581
4,02-13 21:00,공주,0.16304746
4,02-13 22:00,공주,0.15579572
4,02-13 23:00,공주,0.15170893
4,02-14 00:00,공주,0.14749557
4,02-14 01:00,공주,0.14724891
4,02-14 02:00,공주,0.14612311
4,02-14 03:00,공주,0.15282796
4,02-14 04:00,공주,0.15516578
4,02-14 05:00,공주,0.15624052
4,02-14 06:00,공주,0.15497956
4,02-14 07:00,공주,0.15487216
4,02-14 08:00,공주,0.14900668
4,02-14 09:00,공주,0.14401045
4,02-14 10:00,공주,0.14126152
4,02-14 11:00,공주,0.14019586
4,02-14 12:00,공주,0.14117302
4,02-14 13:00,공주,0.14578643
4,02-14 14:00,공주,0.15030034
4,02-14 15:00,공주,0.1529153
4,02-14 16:00,공주,0.15875053
4,02-14 17:00,공주,0.16256827
4,02-14 18:00,공주,0.16165723
4,02-14 19:00,공주,0.16157651
4,02-14 20:00,공주,0.16090995
4,02-14 21:00,공주,0.15542413
4,02-14 22:00,공주,0.15280358
4,02-14 23:00,공주,0.14395979
4,02-17 00:00,공주,0.13736363
4,02-17 01:00,공주,0.13170451
4,02-17 02:00,공주,0.122710064
4,02-17 03:00,공주,0.12418592
4,02-17 04:00,공주,0.13543406
4,02-17 05:00,공주,0.13883197
4,02-17 06:00,공주,0.1720365
4,02-17 07:00,공주,0.18154407
4,02-17 08:00,공주,0.19216236
4,02-17 09:00,공주,0.19068223
4,02-17 10:00,공주,0.16943485
4,02-17 11:00,공주,0.14261538
4,02-17 12:00,공주,0.110799715
4,02-17 13:00,공주,0.09694077
4,02-17 14:00,공주,0.0894936
4,02-17 15:00,공주,0.08153102
4,02-17 16:00,공주,0.10231592
4,02-17 17:00,공주,0.11560672
4,02-17 18:00,공주,0.1428167
4,02-17 19:00,공주,0.16153583
4,02-17 20:00,공주,0.19076213
4,02-17 21:00,공주,0.20454732
4,02-17 22:00,공주,0.1989169
4,02-17 23:00,공주,0.1827641
4,02-18 00:00,공주,0.17456517
4,02-18 01:00,공주,0.19475773
4,02-18 02:00,공주,0.18986203
4,02-18 03:00,공주,0.19261378
4,02-18 04:00,공주,0.18238789
4,02-18 05:00,공주,0.20181672
4,02-18 06:00,공주,0.20648149
4,02-18 07:00,공주,0.22364178
4,02-18 08:00,공주,0.2257081
4,02-18 09:00,공주,0.21412314
4,02-18 10:00,공주,0.20344114
4,02-18 11:00,공주,0.15424386
4,02-18 12:00,공주,0.14854981
4,02-18 13:00,공주,0.13264301
4,02-18 14:00,공주,0.122678585
4,02-18 15:00,공주,0.11315806
4,02-18 16:00,공주,0.1228379
4,02-18 17:00,공주,0.12502679
4,02-18 18:00,공주,0.14799625
4,02-18 19:00,공주,0.16829339
4,02-18 20:00,공주,0.19248375
4,02-18 21:00,공주,0.20987464
4,02-18 22:00,공주,0.21358575
4,02-18 23:00,공주,0.21607818
4,02-19 00:00,공주,0.2136881
4,02-19 01:00,공주,0.21411245
4,02-19 02:00,공주,0.19765525
4,02-19 03:00,공주,0.20376548
4,02-19 04:00,공주,0.20572808
4,02-19 05:00,공주,0.20640996
4,02-19 06:00,공주,0.21832274
4,02-19 07:00,공주,0.22284403
4,02-19 08:00,공주,0.21699415
4,02-19 09:00,공주,0.204499
4,02-19 10:00,공주,0.17233989
4,02-19 11:00,공주,0.15437663
4,02-19 12:00,공주,0.13549936
4,02-19 13:00,공주,0.11032956
4,02-19 14:00,공주,0.09671697
4,02-19 15:00,공주,0.08290179
4,02-19 16:00,공주,0.086043805
4,02-19 17:00,공주,0.09895712
4,02-19 18:00,공주,0.13670194
4,02-19 19:00,공주,0.15644269
4,02-19 20:00,공주,0.16751331
4,02-19 21:00,공주,0.17366241
4,02-19 22:00,공주,0.18148634
4,02-19 23:00,공주,0.17694716
4,02-22 00:00,공주,0.42140818
4,02-22 01:00,공주,0.42163548
4,02-22 02:00,공주,0.41805062
4,02-22 03:00,공주,0.40774474
4,02-22 04:00,공주,0.3966034
4,02-22 05:00,공주,0.39970306
4,02-22 06:00,공주,0.39731792
4,02-22 07:00,공주,0.39216632
4,02-22 08:00,공주,0.39633733
4,02-22 09:00,공주,0.38662452
4,02-22 10:00,공주,0.37404668
4,02-22 11:00,공주,0.3483162
4,02-22 12:00,공주,0.32535493
4,02-22 13:00,공주,0.29594582
4,02-22 14:00,공주,0.2632595
