연도,일시,측정소,PM2.5
4,01-14 15:00,공주,0.42028362
4,01-14 16:00,공주,0.40173873
4,01-14 17:00,공주,0.40562367
4,01-14 18:00,공주,0.4080951
4,01-14 19:00,공주,0.42010015
4,01-14 20:00,공주,0.43650937
4,01-14 21:00,공주,0.43391925
4,01-14 22:00,공주,0.45458657
4,01-14 23:00,공주,0.45614982
4,01-15 00:00,공주,0.47083646
4,01-15 01:00,공주,0.47138304
4,01-15 02:00,공주,0.47478002
4,01-15 03:00,공주,0.4752554
4,01-15 04:00,공주,0.46569183
4,01-15 05:00,공주,0.4886776
4,01-15 06:00,공주,0.4856988
4,01-15 07:00,공주,0.48518252
4,01-15 08:00,공주,0.4804828
4,01-15 09:00,공주,0.47052634
4,01-15 10:00,공주,0.47362208
4,01-15 11:00,공주,0.4642064
4,01-15 12:00,공주,0.4426177
4,01-15 13:00,공주,0.42758632
4,01-15 14:00,공주,0.415488
4,01-15 15:00,공주,0.4316905
4,01-15 16:00,공주,0.41647047
4,01-15 17:00,공주,0.39249036
4,01-15 18:00,공주,0.41031748
4,01-15 19:00,공주,0.42196244
4,01-15 20:00,공주,0.43028033
4,01-15 21:00,공주,0.44171095
4,01-15 22:00,공주,0.44718838
4,01-15 23:00,공주,0.44292668
4,01-18 00:00,공주,0.19775847
4,01-18 01:00,공주,0.19927682
4,01-18 02:00,공주,0.19830596
4,01-18 03:00,공주,0.19859621
4,01-18 04:00,공주,0.20096846
4,01-18 05:00,공주,0.1930846
4,01-18 06:00,공주,0.19958313
4,01-18 07:00,공주,0.20086086
4,01-18 08:00,공주,0.20324081
4,01-18 09:00,공주,0.19987485
4,01-18 10:00,공주,0.20198417
4,01-18 11:00,공주,0.19934398
4,01-18 12:00,공주,0.19656947
4,01-18 13:00,공주,0.19133468
4,01-18 14:00,공주,0.19830893
4,01-18 15:00,공주,0.19305225
4,01-18 16:00,공주,0.19962524
4,01-18 17:00,공주,0.21079129
4,01-18 18:00,공주,0.20684691
4,01-18 19:00,공주,0.21300483
4,01-18 20:00,공주,0.22019076
4,01-18 21:00,공주,0.22749601
4,01-18 22:00,공주,0.2348507
4,01-18 23:00,공주,0.23281202
4,01-19 00:00,공주,0.23057073
4,01-19 01:00,공주,0.23702449
4,01-19 02:00,공주,0.23442116
4,01-19 03:00,공주,0.24156973
4,01-19 04:00,공주,0.22864226
4,01-19 05:00,공주,0.24027015
4,01-19 06:00,공주,0.2367759
4,01-19 07:00,공주,0.24582401
4,01-19 08:00,공주,0.2434437
4,01-19 09:00,공주,0.2328414
4,01-19 10:00,공주,0.23571536
4,01-19 11:00,공주,0.240024
4,01-19 12:00,공주,0.22685593
4,01-19 13:00,공주,0.23077762
4,01-19 14:00,공주,0.23471443
4,01-19 15:00,공주,0.23199621
4,01-19 16:00,공주,0.23513675
4,01-19 17:00,공주,0.22560985
4,01-19 18:00,공주,0.23188376
4,01-19 19:00,공주,0.23152092
4,01-19 20:00,공주,0.23624521
4,01-19 21:00,공주,0.2485387
4,01-19 22:00,공주,0.25068977
4,01-19 23:00,공주,0.25208634
4,01-20 00:00,공주,0.25014588
4,01-20 01:00,공주,0.24488968
4,01-20 02:00,공주,0.2496674
4,01-20 03:00,공주,0.24435447
4,01-20 04:00,공주,0.25350067
4,01-20 05:00,공주,0.24319515
4,01-20 06:00,공주,0.25479996
4,01-20 07:00,공주,0.25013784
4,01-20 08:00,공주,0.2414881
4,01-20 09:00,공주,0.24839056
4,01-20 10:00,공주,0.2417351
4,01-20 11:00,공주,0.24002373
4,01-20 12:00,공주,0.24577902
4,01-20 13:00,공주,0.23342946
4,01-20 14:00,공주,0.23184025
4,01-20 15:00,공주,0.22670756
4,01-20 16:00,공주,0.2194174
4,01-20 17:00,공주,0.22795525
4,01-20 18:00,공주,0.23243186
4,01-20 19:00,공주,0.23382485
4,01-20 20:00,공주,0.23610342
4,01-20 21:00,공주,0.2326982
4,01-20 22:00,공주,0.24744275
4,01-20 23:00,공주,0.23576754
4,01-23 00:00,공주,0.15096116
4,01-23 01:00,공주,0.15615661
4,01-23 02:00,공주,0.15238225
4,01-23 03:00,공주,0.14755082
4,01-23 04:00,공주,0.14216888
4,01-23 05:00,공주,0.12700833
4,01-23 06:00,공주,0.13697642
4,01-23 07:00,공주,0.13815925
4,01-23 08:00,공주,0.13622743
4,01-23 09:00,공주,0.14249216
4,01-23 10:00,공주,0.1491963
4,01-23 11:00,공주,0.17009085
4,01-23 12:00,공주,0.17023629
4,01-23 13:00,공주,0.17770098
4,01-23 14:00,공주,0.19033888
4,01-23 15:00,공주,0.18767814
4,01-23 16:00,공주,0.19681863
4,01-23 17:00,공주,0.20218274
4,01-23 18:00,공주,0.19805923
4,01-23 19:00,공주,0.20954683
4,01-23 20:00,공주,0.20551713
4,01-23 21:00,공주,0.21383642
4,01-23 22:00,공주,0.22640544
4,01-23 23:00,공주,0.22021258
4,01-24 00:00,공주,0.22363904
4,01-24 01:00,공주,0.23033908
4,01-24 02:00,공주,0.23087853
4,01-24 03:00,공주,0.21500856
4,01-24 04:00,공주,0.21457347
4,01-24 05:00,공주,0.2124831
4,01-24 06:00,공주,0.20683932
4,01-24 07:00,공주,0.21730264
4,01-24 08:00,공주,0.20840001
4,01-24 09:00,공주,0.20449723
4,01-24 10:00,공주,0.20250134
4,01-24 11:00,공주,0.21453789
4,01-24 12:00,공주,0.210184
4,01-24 13:00,공주,0.2340132
4,01-24 14:00,공주,0.23846665
4,01-24 15:00,공주,0.24038371
4,01-24 16:00,공주,0.24770933
4,01-24 17:00,공주,0.24630153
4,01-24 18:00,공주,0.23722301
4,01-24 19:00,공주,0.23934335
4,01-24 20:00,공주,0.24011064
4,01-24 21:00,공주,0.25285816
4,01-24 22:00,공주,0.2592655
4,01-24 23:00,공주,0.25955236
4,01-25 00:00,공주,0.254147
4,01-25 01:00,공주,0.25961524
4,01-25 02:00,공주,0.24886808
4,01-25 03:00,공주,0.24998091
4,01-25 04:00,공주,0.25038862
4,01-25 05:00,공주,0.23962864
4,01-25 06:00,공주,0.23614916
4,01-25 07:00,공주,0.22821188
4,01-25 08:00,공주,0.22688232
4,01-25 09:00,공주,0.23696238
4,01-25 10:00,공주,0.22224373
4,01-25 11:00,공주,0.2278145
4,01-25 12:00,공주,0.24989295
4,01-25 13:00,공주,0.2403965
4,01-25 14:00,공주,0.25338638
4,01-25 15:00,공주,0.23806533
4,01-25 16:00,공주,0.2392168
4,01-25 17:00,공주,0.24553668
4,01-25 18:00,공주,0.24421875
4,01-25 19:00,공주,0.248644
4,01-25 20:00,공주,0.24312694
4,01-25 21:00,공주,0.24753214
4,01-25 22:00,공주,0.25373054
4,01-25 23:00,공주,0.2617501
4,01-28 00:00,공주,0.13640007
4,01-28 01:00,공주,0.1417952
4,01-28 02:00,공주,0.1481452
4,01-28 03:00,공주,0.14938934
4,01-28 04:00,공주,0.1651926
4,01-28 05:00,공주,0.17034936
4,01-28 06:00,공주,0.18121575
4,01-28 07:00,공주,0.18199125
4,01-28 08:00,공주,0.18592198
4,01-28 09:00,공주,0.18593296
4,01-28 10:00,공주,0.17906362
4,01-28 11:00,공주,0.17052287
4,01-28 12:00,공주,0.16459605
4,01-28 13:00,공주,0.15995783
4,01-28 14:00,공주,0.15828155
4,01-28 15:00,공주,0.1608393
4,01-28 16:00,공주,0.15490876
4,01-28 17:00,공주,0.15562421
4,01-28 18:00,공주,0.1538527
4,01-28 19:00,공주,0.16068356
4,01-28 20:00,공주,0.16048217
4,01-28 21:00,공주,0.16402692
4,01-28 22:00,공주,0.15725711
4,01-28 23:00,공주,0.14937964
4,01-29 00:00,공주,0.15852803
4,01-29 01:00,공주,0.16490752
4,01-29 02:00,공주,0.16122392
4,01-29 03:00,공주,0.17361425
4,01-29 04:00,공주,0.17252329
4,01-29 05:00,공주,0.18252496
4,01-29 06:00,공주,0.18506256
4,01-29 07:00,공주,0.1825909
4,01-29 08:00,공주,0.18400861
4,01-29 09:00,공주,0.17004801
4,01-29 10:00,공주,0.1802628
4,01-29 11:00,공주,0.16799344
4,01-29 12:00,공주,0.16150022
4,01-29 13:00,공주,0.1560847
4,01-29 14:00,공주,0.15097068
4,01-29 15:00,공주,0.14641462
4,01-29 16:00,공주,0.14642328
4,01-29 17:00,공주,0.13966645
4,01-29 18:00,공주,0.14472595
4,01-29 19:00,공주,0.13805799
4,01-29 20:00,공주,0.1512841
4,01-29 21:00,공주,0.14423908
4,01-29 22:00,공주,0.14958611
4,01-29 23:00,공주,0.15325871
4,01-30 00:00,공주,0.15035106
4,01-30 01:00,공주,0.14667213
4,01-30 02:00,공주,0.15092382
4,01-30 03:00,공주,0.15454042
4,01-30 04:00,공주,0.16977476
4,01-30 05:00,공주,0.16260411
4,01-30 06:00,공주,0.1699794
4,01-30 07:00,공주,0.17725281
4,01-30 08:00,공주,0.17303161
4,01-30 09:00,공주,0.1683745
4,01-30 10:00,공주,0.16400415
4,01-30 11:00,공주,0.16391923
4,01-30 12:00,공주,0.16236047
4,01-30 13:00,공주,0.15511085
4,01-30 14:00,공주,0.13885976
4,01-30 15:00,공주,0.14737777
4,01-30 16:00,공주,0.13510478
4,01-30 17:00,공주,0.14336623
4,01-30 18:00,공주,0.14349094
4,01-30 19:00,공주,0.15027529
4,01-30 20:00,공주,0.14455949
4,01-30 21:00,공주,0.14794523
4,01-30 22:00,공주,0.14053829
4,01-30 23:00,공주,0.14535055
4,02-02 00:00,공주,0.7589335
4,02-02 01:00,공주,0.7500596
4,02-02 02:00,공주,0.7558922
4,02-02 03:00,공주,0.76379853
4,02-02 04:00,공주,0.76911134
4,02-02 05:00,공주,0.7817971
4,02-02 06:00,공주,0.7834869
4,02-02 07:00,공주,0.79568905
4,02-02 08:00,공주,0.79791284
4,02-02 09:00,공주,0.7771193
4,02-02 10:00,공주,0.75658584
4,02-02 11:00,공주,0.72336215
4,02-02 12:00,공주,0.69997555
4,02-02 13:00,공주,0.67435366
4,02-02 14:00,공주,0.65814173
4,02-02 15:00,공주,0.6292602
4,02-02 16:00,공주,0.6179786
4,02-02 17:00,공주,0.6377144
4,02-02 18:00,공주,0.6357513
4,02-02 19:00,공주,0.64912486
4,02-02 20:00,공주,0.6783432
4,02-02 21:00,공주,0.6702845
4,02-02 22:00,공주,0.6675293
4,02-02 23:00,공주,0.6679514
4,02-03 00:00,공주,0.6710486
4,02-03 01:00,공주,0.6730997
4,02-03 02:00,공주,0.6696286
4,02-03 03:00,공주,0.67313373
4,02-03 04:00,공주,0.6759584
4,02-03 05:00,공주,0.68195635
4,02-03 06:00,공주,0.6908852
4,02-03 07:00,공주,0.6925188
4,02-03 08:00,공주,0.68831784
4,02-03 09:00,공주,0.6790703
4,02-03 10:00,공주,0.6789498
4,02-03 11:00,공주,0.6521672
4,02-03 12:00,공주,0.633182
4,02-03 13:00,공주,0.599597
4,02-03 14:00,공주,0.5929387
4,02-03 15:00,공주,0.5721768
4,02-03 16:00,공주,0.55164135
4,02-03 17:00,공주,0.56586313
4,02-03 18:00,공주,0.57009166
4,02-03 19:00,공주,0.5824705
4,02-03 20:00,공주,0.609656
4,02-03 21:00,공주,0.60345876
4,02-03 22:00,공주,0.62514603
4,02-03 23:00,공주,0.61840165
4,02-04 00:00,공주,0.6228391
4,02-04 01:00,공주,0.6231967
4,02-04 02:00,공주,0.6225475
4,02-04 03:00,공주,0.63597715
4,02-04 04:00,공주,0.62676454
4,02-04 05:00,공주,0.64061403
4,02-04 06:00,공주,0.64340234
4,02-04 07:00,공주,0.66051453
4,02-04 08:00,공주,0.65689677
4,02-04 09:00,공주,0.64520097
4,02-04 10:00,공주,0.63401645
4,02-04 11:00,공주,0.63091767
4,02-04 12:00,공주,0.6004864
4,02-04 13:00,공주,0.5800027
4,02-04 14:00,공주,0.5648867
4,02-04 15:00,공주,0.5787477
4,02-04 16:00,공주,0.5689289
4,02-04 17:00,공주,0.5544211
4,02-04 18:00,공주,0.56367075
4,02-04 19:00,공주,0.5807359
4,02-04 20:00,공주,0.58436507
4,02-04 21:00,공주,0.60299504
4,02-04 22:00,공주,0.59586614
4,02-04 23:00,공주,0.5939089
4,02-07 00:00,공주,0.27967808
4,02-07 01:00,공주,0.27872756
4,02-07 02:00,공주,0.28815815
4,02-07 03:00,공주,0.29863662
4,02-07 04:00,공주,0.30631638
4,02-07 05:00,공주,0.31166792
4,02-07 06:00,공주,0.31793982
4,02-07 07:00,공주,0.30409747
4,02-07 08:00,공주,0.30751592
4,02-07 09:00,공주,0.30193073
4,02-07 10:00,공주,0.28792083
4,02-07 11:00,공주,0.27061328
4,02-07 12:00,공주,0.27122575
4,02-07 13:00,공주,0.2600949
4,02-07 14:00,공주,0.23639338
4,02-07 15:00,공주,0.24336898
4,02-07 16:00,공주,0.2359191
4,02-07 17:00,공주,0.23647319
4,02-07 18:00,공주,0.24653019
4,02-07 19:00,공주,0.23291071
4,02-07 20:00,공주,0.25383347
4,02-07 21:00,공주,0.25660083
4,02-07 22:00,공주,0.24146973
4,02-07 23:00,공주,0.25989842
4,02-08 00:00,공주,0.2573711
4,02-08 01:00,공주,0.25070518
4,02-08 02:00,공주,0.24248417
4,02-08 03:00,공주,0.2525697
4,02-08 04:00,공주,0.25880712
4,02-08 05:00,공주,0.24074608
4,02-08 06:00,공주,0.25970224
4,02-08 07:00,공주,0.25063124
4,02-08 08:00,공주,0.2545799
4,02-08 09:00,공주,0.2470829
4,02-08 10:00,공주,0.2550819
4,02-08 11:00,공주,0.24035954
4,02-08 12:00,공주,0.22933243
4,02-08 13:00,공주,0.21567571
4,02-08 14:00,공주,0.21426702
4,02-08 15:00,공주,0.19654608
4,02-08 16:00,공주,0.19070709
4,02-08 17:00,공주,0.19954188
4,02-08 18:00,공주,0.20418301
4,02-08 19:00,공주,0.20021354
4,02-08 20:00,공주,0.22544694
4,02-08 21:00,공주,0.20788977
4,02-08 22:00,공주,0.2134834
4,02-08 23:00,공주,0.21213594
4,02-09 00:00,공주,0.21308553
4,02-09 01:00,공주,0.21605319
4,02-09 02:00,공주,0.21658859
4,02-09 03:00,공주,0.22658305
4,02-09 04:00,공주,0.22842851
4,02-09 05:00,공주,0.22443056
4,02-09 06:00,공주,0.22648634
4,02-09 07:00,공주,0.23610932
4,02-09 08:00,공주,0.2196531
4,02-09 09:00,공주,0.22097984
4,02-09 10:00,공주,0.2189086
4,02-09 11:00,공주,0.21901302
4,02-09 12:00,공주,0.19418955
4,02-09 13:00,공주,0.20784503
4,02-09 14:00,공주,0.18129355
4,02-09 15:00,공주,0.19738945
4,02-09 16:00,공주,0.18308412
4,02-09 17:00,공주,0.1827683
4,02-09 18:00,공주,0.1885997
4,02-09 19:00,공주,0.18669748
4,02-09 20:00,공주,0.19757286
4,02-09 21:00,공주,0.19897729
4,02-09 22:00,공주,0.2021597
4,02-09 23:00,공주,0.20105636
4,02-12 00:00,공주,0.09287406
4,02-12 01:00,공주,0.0976359
4,02-12 02:00,공주,0.10090671
4,02-12 03:00,공주,0.10444845
4,02-12 04:00,공주,0.117564306
4,02-12 05:00,공주,0.1127085
4,02-12 06:00,공주,0.11994885
4,02-12 07:00,공주,0.12039992
4,02-12 08:00,공주,0.11872272
4,02-12 09:00,공주,0.11931799
4,02-12 10:00,공주,0.11483382
4,02-12 11:00,공주,0.11015866
4,02-12 12:00,공주,0.10805996
4,02-12 13:00,공주,0.11168292
4,02-12 14:00,공주,0.1144225
4,02-12 15:00,공주,0.12232937
4,02-12 16:00,공주,0.11930549
4,02-12 17:00,공주,0.12806126
4,02-12 18:00,공주,0.120584905
4,02-12 19:00,공주,0.13190532
4,02-12 20:00,공주,0.13208404
4,02-12 21:00,공주,0.13628286
4,02-12 22:00,공주,0.13199207
4,02-12 23:00,공주,0.12880841
4,02-13 00:00,공주,0.13811868
4,02-13 01:00,공주,0.14227454
4,02-13 02:00,공주,0.14363924
4,02-13 03:00,공주,0.1468949
4,02-13 04:00,공주,0.15079466
4,02-13 05:00,공주,0.15375018
4,02-13 06:00,공주,0.15642375
4,02-13 07:00,공주,0.15086493
4,02-13 08:00,공주,0.14911917
4,02-13 09:00,공주,0.14240222
4,02-13 10:00,공주,0.14260443
4,02-13 11:00,공주,0.13906641
4,02-13 12:00,공주,0.13457859
4,02-13 13:00,공주,0.13497323
4,02-13 14:00,공주,0.13541429
4,02-13 15:00,공주,0.13566478
4,02-13 16:00,공주,0.14273524
4,02-13 17:00,공주,0.142048
4,02-13 18:00,공주,0.1434744
4,02-13 19:00,공주,0.14123265
4,02-13 20:00,공주,0.14605945
4,02-13 21:00,공주,0.14847596
4,02-13 22:00,공주,0.1478864
4,02-13 23:00,공주,0.15539277
4,02-14 00:00,공주,0.15150212
4,02-14 01:00,공주,0.15260613
4,02-14 02:00,공주,0.15742065
4,02-14 03:00,공주,0.16269018
4,02-14 04:00,공주,0.17231429
4,02-14 05:00,공주,0.16219655
4,02-14 06:00,공주,0.16629297
4,02-14 07:00,공주,0.16293803
4,02-14 08:00,공주,0.16085188
4,02-14 09:00,공주,0.15487105
4,02-14 10:00,공주,0.14876457
4,02-14 11:00,공주,0.15116543
4,02-14 12:00,공주,0.15190952
4,02-14 13:00,공주,0.14499219
4,02-14 14:00,공주,0.14385548
4,02-14 15:00,공주,0.14699788
4,02-14 16:00,공주,0.14157158
4,02-14 17:00,공주,0.14542237
4,02-14 18:00,공주,0.14787905
4,02-14 19:00,공주,0.15491602
4,02-14 20:00,공주,0.14935945
4,02-14 21:00,공주,0.1527107
4,02-14 22:00,공주,0.14488174
4,02-14 23:00,공주,0.1522327
4,02-17 00:00,공주,0.13873388
4,02-17 01:00,공주,0.13709238
4,02-17 02:00,공주,0.13792808
4,02-17 03:00,공주,0.12208107
4,02-17 04:00,공주,0.1295132
4,02-17 05:00,공주,0.11132589
4,02-17 06:00,공주,0.12466613
4,02-17 07:00,공주,0.13985482
4,02-17 08:00,공주,0.14469819
4,02-17 09:00,공주,0.141388
4,02-17 10:00,공주,0.16630524
4,02-17 11:00,공주,0.15817694
4,02-17 12:00,공주,0.15895933
4,02-17 13:00,공주,0.14784622
4,02-17 14:00,공주,0.1746474
4,02-17 15:00,공주,0.14659368
4,02-17 16:00,공주,0.16827454
4,02-17 17:00,공주,0.18705353
4,02-17 18:00,공주,0.1728838
4,02-17 19:00,공주,0.20159042
4,02-17 20:00,공주,0.20282808
4,02-17 21:00,공주,0.22715443
4,02-17 22:00,공주,0.24624439
4,02-17 23:00,공주,0.21616256
4,02-18 00:00,공주,0.22715457
4,02-18 01:00,공주,0.2607821
4,02-18 02:00,공주,0.24983323
4,02-18 03:00,공주,0.26842138
4,02-18 04:00,공주,0.22971413
4,02-18 05:00,공주,0.26645577
4,02-18 06:00,공주,0.25859863
4,02-18 07:00,공주,0.28194
4,02-18 08:00,공주,0.26953703
4,02-18 09:00,공주,0.25614697
4,02-18 10:00,공주,0.2605367
4,02-18 11:00,공주,0.26208118
4,02-18 12:00,공주,0.24990723
4,02-18 13:00,공주,0.24106361
4,02-18 14:00,공주,0.24221966
4,02-18 15:00,공주,0.25833505
4,02-18 16:00,공주,0.2634518
4,02-18 17:00,공주,0.22693612
4,02-18 18:00,공주,0.23811117
4,02-18 19:00,공주,0.25386086
4,02-18 20:00,공주,0.23522946
4,02-18 21:00,공주,0.2777341
4,02-18 22:00,공주,0.2897472
4,02-18 23:00,공주,0.28960425
4,02-19 00:00,공주,0.30403486
4,02-19 01:00,공주,0.28112495
4,02-19 02:00,공주,0.29006124
4,02-19 03:00,공주,0.25601554
4,02-19 04:00,공주,0.2942888
4,02-19 05:00,공주,0.27717477
4,02-19 06:00,공주,0.30610913
4,02-19 07:00,공주,0.29529977
4,02-19 08:00,공주,0.28716463
4,02-19 09:00,공주,0.2826861
4,02-19 10:00,공주,0.28035384
4,02-19 11:00,공주,0.27660358
4,02-19 12:00,공주,0.30799848
4,02-19 13:00,공주,0.26182175
4,02-19 14:00,공주,0.2560099
4,02-19 15:00,공주,0.26073378
4,02-19 16:00,공주,0.24356338
4,02-19 17:00,공주,0.25121573
4,02-19 18:00,공주,0.26444805
4,02-19 19:00,공주,0.27886868
4,02-19 20:00,공주,0.27304798
4,02-19 21:00,공주,0.26099324
4,02-19 22:00,공주,0.28020668
4,02-19 23:00,공주,0.26812705
4,02-22 00:00,공주,0.39611217
4,02-22 01:00,공주,0.39354184
4,02-22 02:00,공주,0.39539537
4,02-22 03:00,공주,0.39623395
4,02-22 04:00,공주,0.39429203
4,02-22 05:00,공주,0.40404397
4,02-22 06:00,공주,0.40862095
4,02-22 07:00,공주,0.41351032
4,02-22 08:00,공주,0.4210327
4,02-22 09:00,공주,0.41609257
4,02-22 10:00,공주,0.4083051
4,02-22 11:00,공주,0.39106777
4,02-22 12:00,공주,0.3733938
4,02-22 13:00,공주,0.36153147
4,02-22 14:00,공주,0.3516177
